genus,species,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,acclim_temp,acclim_time,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,latitude,longitude,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,genus_species,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,location,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,realm_general3,acclim_time_units
Drosophila,orientacea,31.9,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila orientacea,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,quadrilineata,33.9,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila quadrilineata,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,ruberrima,32.1,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila ruberrima,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,rufa,32.9,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Tokyo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,warm_temperate,terrestrial,NA,Drosophila rufa,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,sternopleuralis,31.4,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Tokyo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,warm_temperate,terrestrial,NA,Drosophila sternopleuralis,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,suzukii,32.7,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Sapporo and Tokyo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_warm_temperate,terrestrial,NA,Drosophila suzukii,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,takahashii,32.5,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila takahashii,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,unispina,32.3,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila unispina,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Hirtodrosophila,histrioides,32.3,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Hirtodrosophila histrioides,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Scaptodrosophila,bryani,35.5,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Scaptodrosophila bryani,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Scaptodrosophila,coracina,34.5,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Sapporo and Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Scaptodrosophila coracina,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Scaptodrosophila,dorsocentralis,34.2,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Scaptodrosophila dorsocentralis,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Scaptomyza,pallida,33.9,tmax,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Scaptomyza pallida,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Gonocephalum,simplex,49.5,tmax,0.2,SE,10,critical,loss_movement_ability,0.25,NA,NA,25,1,held,summer,-32.92,18.23,0,"University of Stellenbosch, Stellenbosch, Western Cape, South Africa",Klok_et_al_2004,adult,Arthropoda,Insecta,Coleoptera,Tenebrionidae,garden,terrestrial,NA,Gonocephalum simplex,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Myrmecocystus,mimicus,11.2,tmin,0.5,CI,20,critical,loss_locomotion,1,NA,NA,24,0.05,held,summer,36.68,-108.31,1191,"New Mexico State University Experimental Ranch, Doña Ana County, New Mexico",Kay_1978,adult,Arthropoda,Insecta,Hymenoptera,Formicidae,desert,terrestrial,NA,Myrmecocystus mimicus,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Myrmecocystus,romainei,12,tmin,0.3,CI,20,critical,loss_locomotion,1,NA,NA,24,0.05,held,summer,36.68,-108.31,1191,"New Mexico State University Experimental Ranch, Doña Ana County, New Mexico",Kay_1978,adult,Arthropoda,Insecta,Hymenoptera,Formicidae,desert,terrestrial,NA,Myrmecocystus romainei,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Myrmecocystus,depilis,11.6,tmin,0.5,CI,20,critical,loss_locomotion,1,NA,NA,24,0.05,held,summer,36.68,-108.31,1191,"New Mexico State University Experimental Ranch, Doña Ana County, New Mexico",Kay_1978,adult,Arthropoda,Insecta,Hymenoptera,Formicidae,desert,terrestrial,NA,Myrmecocystus depilis,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,angularis,-2.1,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Tokyo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,warm_temperate,terrestrial,NA,Drosophila angularis,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,auraria,-3.3,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo and Tokyo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_warm_temperate,terrestrial,NA,Drosophila auraria,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,biauraria,-2.7,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila biauraria,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,bipectinata,7.1,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila bipectinata,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,bizonata,-2.7,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Tokyo and Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,warm_temperate_subtropical,terrestrial,NA,Drosophila bizonata,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,bocki,6.8,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila bocki,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,brachynephros,-3.7,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila brachynephros,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,curvispina,-4.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila curvispina,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,daruma,-0.2,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Kyoto and Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,warm_temperate_subtropical,terrestrial,NA,Drosophila daruma,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,elegans,3.6,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila elegans,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,ficusphila,1.7,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila ficusphila,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,kanekoi,-5.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila kanekoi,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,lacertosa,0.7,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila lacertosa,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,lacteicornis,1.7,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila lacteicornis,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,lutescens,0.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila lutescens,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,nigromaculata,-4.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila nigromaculata,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,orientacea,-4.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila orientacea,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,quadrilineata,6.8,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila quadrilineata,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,ruberrima,2.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila ruberrima,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,rufa,0.6,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Tokyo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,warm_temperate,terrestrial,NA,Drosophila rufa,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,sternopleuralis,1.7,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Tokyo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,warm_temperate,terrestrial,NA,Drosophila sternopleuralis,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,suzukii,-1.2,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,35.5,139.7,2,"Sapporo and Tokyo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_warm_temperate,terrestrial,NA,Drosophila suzukii,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,takahashii,4.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,24.3,123.8,28,"Iriomote Island, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,subtropical,terrestrial,NA,Drosophila takahashii,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Drosophila,unispina,-3.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Drosophila unispina,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
Hirtodrosophila,histrioides,-3.5,tmin,NA,NA,40,lethal,50percent_survival,NA,NA,1,23,8,held,NA,43.1,141.4,10,"Sapporo, Japan",Kimura_2004,adult,Arthropoda,Insecta,Diptera,Drosophilidae,cool_temperate,terrestrial,NA,Hirtodrosophila histrioides,AB,intratherm_team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,Terrestrial,days
