assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
93534834,22695933,Buteo jamaicensis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,jamaicensis,,,,"(Gmelin, 1788)",Least Concern,,3.1,Increasing,Global
93536293,22695973,Buteo lagopus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,lagopus,,,,"(Pontoppidan, 1763)",Least Concern,,3.1,Stable,Global
93541662,22696060,Aquila chrysaetos,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Aquila,chrysaetos,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
93559037,22696395,Falco sparverius,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,sparverius,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
93562971,22696453,Falco columbarius,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,columbarius,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
93568930,22696504,Falco mexicanus,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,mexicanus,,,,"Schlegel, 1850",Least Concern,,3.1,Increasing,Global
93571798,22696574,Podilymbus podiceps,ANIMALIA,CHORDATA,PODICIPEDIFORMES,AVES,PODICIPEDIDAE,Podilymbus,podiceps,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
93595536,22696974,Egretta thula,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Egretta,thula,,,,"(Molina, 1782)",Least Concern,,3.1,Increasing,Global
93597223,22696998,Ardea herodias,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Ardea,herodias,,,,"Linnaeus, 1758",Least Concern,,3.1,Increasing,Global
93609388,22697340,Botaurus lentiginosus,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Botaurus,lentiginosus,,,,"(Rackett, 1813)",Least Concern,,3.1,Decreasing,Global
93748966,22699811,Contopus sordidulus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Contopus,sordidulus,,,,"Sclater, 1859",Least Concern,,3.1,Decreasing,Global
93751510,22699848,Empidonax traillii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,traillii,,,,"(Audubon, 1828)",Least Concern,,3.1,Decreasing,Global
93751971,22699854,Empidonax minimus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,minimus,,,,"(Baird & Baird, 1843)",Least Concern,,3.1,Decreasing,Global
93752232,22699857,Empidonax hammondii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,hammondii,,,,"(Xántus de Vesey, 1858)",Least Concern,,3.1,Increasing,Global
93752625,22699864,Empidonax oberholseri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Empidonax,oberholseri,,,,"Phillips, 1939",Least Concern,,3.1,Decreasing,Global
93781244,22700506,Tyrannus tyrannus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Tyrannus,tyrannus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
94006862,22705228,Vireo cassinii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VIREONIDAE,Vireo,cassinii,,,,"Xántus de Vesey, 1858",Least Concern,,3.1,Increasing,Global
94044793,22705986,Corvus caurinus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,caurinus,,,,"Baird, 1858",Least Concern,,3.1,Increasing,Global
94151379,22708153,Bombycilla cedrorum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,BOMBYCILLIDAE,Bombycilla,cedrorum,,,,"Vieillot, 1808",Least Concern,,3.1,Increasing,Global
94152063,22708163,Cinclus mexicanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CINCLIDAE,Cinclus,mexicanus,,,,"Swainson, 1827",Least Concern,,3.1,Stable,Global
94159470,22708385,Ixoreus naevius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Ixoreus,naevius,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
94171278,22708667,Catharus guttatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Catharus,guttatus,,,,"(Pallas, 1811)",Least Concern,,3.1,Increasing,Global
94186470,103889499,Turdus migratorius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TURDIDAE,Turdus,migratorius,,,,"Linnaeus, 1766",Least Concern,,3.1,Increasing,Global
94269013,22710946,Acridotheres cristatellus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,cristatellus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
94272855,22711013,Dumetella carolinensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Dumetella,carolinensis,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
94283783,22711202,Sitta carolinensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SITTIDAE,Sitta,carolinensis,,,,"Latham, 1790",Least Concern,,3.1,Increasing,Global
94285552,22711244,Certhia americana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CERTHIIDAE,Certhia,americana,,,,"Bonaparte, 1838",Least Concern,,3.1,Stable,Global
94291392,22711374,Cistothorus palustris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TROGLODYTIDAE,Cistothorus,palustris,,,,"(Wilson, 1807)",Least Concern,,3.1,Increasing,Global
94308055,22711767,Poecile rufescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Poecile,rufescens,,,,"(Townsend, 1837)",Least Concern,,3.1,Increasing,Global
94316797,22712057,Tachycineta bicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Tachycineta,bicolor,,,,"(Vieillot, 1808)",Least Concern,,3.1,Stable,Global
94333165,22712427,Petrochelidon pyrrhonota,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Petrochelidon,pyrrhonota,,,,"Vieillot, 1817",Least Concern,,3.1,Increasing,Global
94337029,22712567,Regulus calendula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,REGULIDAE,Regulus,calendula,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Increasing,Global
94666039,22720359,Spinus pinus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,pinus,,,,"(Wilson, 1810)",Least Concern,,3.1,Stable,Global
94669207,22720407,Spinus tristis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Spinus,tristis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
94672558,22720553,Haemorhous purpureus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Haemorhous,purpureus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
94696727,22721058,Melospiza melodia,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Melospiza,melodia,,,,"(Wilson, 1810)",Least Concern,,3.1,Stable,Global
94697045,22721064,Melospiza lincolnii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Melospiza,lincolnii,,,,"(Audubon, 1834)",Least Concern,,3.1,Stable,Global
94698409,22721088,Zonotrichia leucophrys,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Zonotrichia,leucophrys,,,,"(Forster, 1772)",Least Concern,,3.1,Stable,Global
94698703,22721091,Zonotrichia atricapilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Zonotrichia,atricapilla,,,,"(Gmelin, 1789)",Least Concern,,3.1,Increasing,Global
94699265,103780243,Passerculus sandwichensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Passerculus,sandwichensis,,,,"(Gmelin, 1789)",Least Concern,,3.1,Stable,Global
94703310,22721188,Pooecetes gramineus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Pooecetes,gramineus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Decreasing,Global
94718199,22721624,Leiothlypis celata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Leiothlypis,celata,,,,"(Say, 1823)",Least Concern,,3.1,Increasing,Global
94723107,22721679,Setophaga nigrescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,nigrescens,,,,"(Townsend, 1837)",Least Concern,,3.1,Stable,Global
94723311,22721683,Setophaga townsendi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,townsendi,,,,"(Townsend, 1837)",Least Concern,,3.1,Stable,Global
94733730,22721836,Geothlypis trichas,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Geothlypis,trichas,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
94737104,22721879,Cardellina pusilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Cardellina,pusilla,,,,"(Wilson, 1811)",Least Concern,,3.1,Decreasing,Global
94768218,22722471,Piranga ludoviciana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Piranga,ludoviciana,,,,"(Wilson, 1811)",Least Concern,,3.1,Increasing,Global
94835325,22723816,Pheucticus melanocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CARDINALIDAE,Pheucticus,melanocephalus,,,,"Swainson, 1827",Least Concern,,3.1,Increasing,Global
94861418,22724332,Euphagus cyanocephalus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Euphagus,cyanocephalus,,,,"(Wagler, 1829)",Least Concern,,3.1,Decreasing,Global
94888623,22725264,Patagioenas fasciata,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Patagioenas,fasciata,,,,"Say, 1823",Least Concern,,3.1,Decreasing,Global
94921523,22726414,Colaptes cafer,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Colaptes,cafer,,,,"(Gmelin, 1788)",Least Concern,,3.1,Decreasing,Global
94959659,22727740,Circus hudsonius,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,hudsonius,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
94973442,22728182,Butorides striata,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Butorides,striata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
95006324,103772680,Pipilo maculatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Pipilo,maculatus,,,,"Swainson, 1827",Least Concern,,3.1,Stable,Global
95006716,22729123,Icterus bullockiorum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ICTERIDAE,Icterus,bullockiorum,,,,"(Swainson, 1827)",Least Concern,,3.1,Stable,Global
95060484,22733619,Branta hutchinsii,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Branta,hutchinsii,,,,"(Richardson, 1832)",Least Concern,,3.1,Unknown,Global
95069659,22733935,Chaetura vauxi,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,APODIDAE,Chaetura,vauxi,,,,"(Townsend, 1839)",Least Concern,,3.1,Increasing,Global
95095286,22734695,Dendragapus fuliginosus,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Dendragapus,fuliginosus,,,,"(Ridgway, 1873)",Least Concern,,3.1,Decreasing,Global
95099443,22721097,Junco hyemalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PASSERELLIDAE,Junco,hyemalis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
95102742,22712152,Stelgidopteryx serripennis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Stelgidopteryx,serripennis,,,,"(Audubon, 1838)",Least Concern,,3.1,Decreasing,Global
95167109,61204155,Falcipennis franklinii,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Falcipennis,franklinii,,,,"(Douglas, 1829)",Least Concern,,3.1,Stable,Global
95181072,61791401,Glaucidium californicum,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Glaucidium,californicum,,,,"Sclater, 1857",Least Concern,,3.1,Increasing,Global
95185212,62015238,Haematopus ater,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,HAEMATOPODIDAE,Haematopus,ater,,,,"Vieillot &amp; Oudart, 1825",Least Concern,,3.1,Unknown,Global
95190980,62169677,Fulica americana,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Fulica,americana,,,,"Gmelin, 1789",Least Concern,,3.1,Decreasing,Global
95215602,22690736,Zenaida macroura,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Zenaida,macroura,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
95385394,95383414,Biscogniauxia bartholomaei,FUNGI,ASCOMYCOTA,XYLARIALES,SORDARIOMYCETES,XYLARIACEAE,Biscogniauxia,bartholomaei,,,,(Peck) Lar.N.Vassiljeva,Data Deficient,,3.1,Unknown,Global
96575438,164133,Zannichellia palustris,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,POTAMOGETONACEAE,Zannichellia,palustris,,,,L.,Least Concern,,3.1,Stable,Global
97216466,18868,Puma concolor,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Puma,concolor,,,,"(Linnaeus, 1771)",Least Concern,,3.1,Decreasing,Global
97667070,190422,Mola mola,ANIMALIA,CHORDATA,TETRAODONTIFORMES,ACTINOPTERYGII,MOLIDAE,Mola,mola,,,,"(Linnaeus, 1758)",Vulnerable,A4bd,3.1,Decreasing,Global
98845541,98471199,Clupea pallasii,ANIMALIA,CHORDATA,CLUPEIFORMES,ACTINOPTERYGII,CLUPEIDAE,Clupea,pallasii,,,,"Valenciennes, 1847",Data Deficient,,3.1,Unknown,Global
101138963,12518,Lynx canadensis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,canadensis,,,,"Kerr, 1792",Least Concern,,3.1,Stable,Global
103893556,3745,Canis latrans,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Canis,latrans,,,,"Say, 1823",Least Concern,,3.1,Increasing,Global
104335354,103884879,Troglodytes pacificus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TROGLODYTIDAE,Troglodytes,pacificus,,,,"(Baird, 1864)",Least Concern,,3.1,Unknown,Global
110639833,22696500,Falco rusticolus,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,rusticolus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
110734937,22699787,Contopus cooperi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Contopus,cooperi,,,,"(Swainson, 1832)",Near Threatened,A2bc+3bc+4bc,3.1,Decreasing,Global
110847142,110847130,Mobula mobular,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MOBULIDAE,Mobula,mobular,,,,"(Bonnaterre, 1788)",Endangered,A2bd+3d,3.1,Decreasing,Global
111131604,22720646,Loxia curvirostra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Loxia,curvirostra,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
111138693,22721033,Calcarius lapponicus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CALCARIIDAE,Calcarius,lapponicus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
111144194,22728944,Loxia leucoptera,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FRINGILLIDAE,Loxia,leucoptera,,,,"Gmelin, 1789",Least Concern,,3.1,Decreasing,Global
111233524,22711026,Mimus polyglottos,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MIMIDAE,Mimus,polyglottos,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
111242743,103886826,Troglodytes aedon,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TROGLODYTIDAE,Troglodytes,aedon,,,,"Vieillot, 1809",Least Concern,,3.1,Increasing,Global
111465610,103727176,Pica hudsonia,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Pica,hudsonia,,,,"(Sabine, 1823)",Least Concern,,3.1,Stable,Global
111892532,22680157,Mareca penelope,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Mareca,penelope,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
112226939,22693764,Charadrius semipalmatus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,CHARADRIIDAE,Charadrius,semipalmatus,,,,"Bonaparte, 1825",Least Concern,,3.1,Stable,Global
112409520,22729867,Gallinago delicata,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Gallinago,delicata,,,,"(Ord, 1825)",Least Concern,,3.1,Decreasing,Global
113271893,22706068,Corvus corax,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Corvus,corax,,,,"Linnaeus, 1758",Least Concern,,3.1,Increasing,Global
113623562,22679464,Lagopus muta,ANIMALIA,CHORDATA,GALLIFORMES,AVES,PHASIANIDAE,Lagopus,muta,,,,"(Montin, 1776)",Least Concern,,3.1,Decreasing,Global
114128748,91109639,Margaritifera falcata,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,MARGARITIFERIDAE,Margaritifera,falcata,,,,"(Gould, 1850)",Near Threatened,,3.1,Decreasing,Global
114130670,91149898,Anodonta nuttalliana,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Anodonta,nuttalliana,,,,"Lea, I., 1838",Vulnerable,A2c,3.1,Decreasing,Global
114131600,189487,Anodonta oregonensis,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Anodonta,oregonensis,,,,"Lea, 1838",Least Concern,,3.1,Unknown,Global
114251609,41687,Ursus americanus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,URSIDAE,Ursus,americanus,,,,"Pallas, 1780",Least Concern,,3.1,Increasing,Global
115057269,1869,Aplodontia rufa,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,APLODONTIIDAE,Aplodontia,rufa,,,,"(Rafinesque, 1817)",Least Concern,,3.1,Stable,Global
115114123,13452,Microtus pennsylvanicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,pennsylvanicus,,,,"(Ord, 1815)",Least Concern,,3.1,Stable,Global
115114983,13487,Microtus townsendii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,townsendii,,,,"(Bachman, 1839)",Least Concern,,3.1,Stable,Global
115117618,13972,Mus musculus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Mus,musculus,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
115167834,23192,Zapus trinotatus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DIPODIDAE,Zapus,trinotatus,,,,"Rhoads, 1895",Least Concern,,3.1,Unknown,Global
115183051,41389,Sorex bendirii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,bendirii,,,,"(Merriam, 1884)",Least Concern,,3.1,Unknown,Global
115183208,41392,Sorex cinereus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,cinereus,,,,"Kerr, 1792",Least Concern,,3.1,Stable,Global
115184390,41405,Sorex monticolus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,monticolus,,,,"Merriam, 1890",Least Concern,,3.1,Stable,Global
115184897,41410,Sorex palustris,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,palustris,,,,"Richardson, 1828",Least Concern,,3.1,Stable,Global
115185589,41421,Sorex trowbridgii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,trowbridgii,,,,"Baird, 1857",Least Concern,,3.1,Stable,Global
115186125,41425,Sorex vagrans,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Sorex,vagrans,,,,"Baird, 1857",Least Concern,,3.1,Stable,Global
115188045,41468,Neurotrichus gibbsii,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Neurotrichus,gibbsii,,,,"(Baird, 1858)",Least Concern,,3.1,Stable,Global
115188698,41474,Scapanus orarius,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,TALPIDAE,Scapanus,orarius,,,,"True, 1896",Least Concern,,3.1,Stable,Global
115190467,42569,Neotamias amoenus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Neotamias,amoenus,,,,"(J.A. Allen, 1890)",Least Concern,,3.1,Stable,Global
115191888,42584,Neotamias townsendii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Neotamias,townsendii,,,,"(Bachman, 1839)",Least Concern,,3.1,Stable,Global
115192165,42586,Tamiasciurus douglasii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Tamiasciurus,douglasii,,,,"(Bachman, 1839)",Least Concern,,3.1,Stable,Global
115192299,42587,Tamiasciurus hudsonicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Tamiasciurus,hudsonicus,,,,"(Erxleben, 1777)",Least Concern,,3.1,Stable,Global
115195411,42617,Myodes gapperi,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Myodes,gapperi,,,,"(Vigors, 1830)",Least Concern,,3.1,Stable,Global
115196586,42627,Microtus longicaudus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,longicaudus,,,,"(Merriam, 1888)",Least Concern,,3.1,Stable,Global
115197199,42632,Microtus oregoni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,oregoni,,,,"(Bachman, 1839)",Least Concern,,3.1,Stable,Global
115197660,42634,Microtus richardsoni,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Microtus,richardsoni,,,,"(DeKay, 1842)",Least Concern,,3.1,Stable,Global
115197827,42636,Phenacomys intermedius,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Phenacomys,intermedius,,,,"Merriam, 1889",Least Concern,,3.1,Stable,Global
115200351,42673,Neotoma cinerea,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Neotoma,cinerea,,,,"(Ord, 1815)",Least Concern,,3.1,Stable,Global
115215575,154635,Lestidiops ringens,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,PARALEPIDIDAE,Lestidiops,ringens,,,,"(Jordan &amp; Gilbert, 1880)",Least Concern,,3.1,Unknown,Global
115231078,154755,Genyonemus lineatus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SCIAENIDAE,Genyonemus,lineatus,,,,"(Ayres, 1855)",Near Threatened,,3.1,Decreasing,Global
115242010,154845,Lyopsetta exilis,ANIMALIA,CHORDATA,PLEURONECTIFORMES,ACTINOPTERYGII,PLEURONECTIDAE,Lyopsetta,exilis,,,,(Jordan &amp; Gilbert 1880),Least Concern,,3.1,Stable,Global
115245783,154866,Pholis ornata,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,PHOLIDAE,Pholis,ornata,,,,"(Girard, 1854)",Least Concern,,3.1,Unknown,Global
115260640,155009,Pseudobathylagus milleri,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,BATHYLAGIDAE,Pseudobathylagus,milleri,,,,"(Jordan &amp; Gilbert, 1898)",Least Concern,,3.1,Unknown,Global
115281503,155179,Rhacochilus vacca,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,EMBIOTOCIDAE,Rhacochilus,vacca,,,,"(Girard, 1855)",Least Concern,,3.1,Unknown,Global
115287060,155216,Icelinus filamentosus,ANIMALIA,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,COTTIDAE,Icelinus,filamentosus,,,,"Gilbert, 1890",Least Concern,,3.1,Unknown,Global
115322218,190452,Naucrates ductor,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CARANGIDAE,Naucrates,ductor,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
115338069,195038,Lampris guttatus,ANIMALIA,CHORDATA,LAMPRIFORMES,ACTINOPTERYGII,LAMPRIDAE,Lampris,guttatus,,,,"(Brünnich, 1788)",Least Concern,,3.1,Unknown,Global
115406876,65134524,Aulorhynchus flavidus,ANIMALIA,CHORDATA,GASTEROSTEIFORMES,ACTINOPTERYGII,AULORHYNCHIDAE,Aulorhynchus,flavidus,,,,"Gill, 1861",Least Concern,,3.1,Unknown,Global
118687681,22711716,Poecile atricapillus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Poecile,atricapillus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Increasing,Global
118689035,22711724,Poecile gambeli,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARIDAE,Poecile,gambeli,,,,"(Ridgway, 1886)",Least Concern,,3.1,Stable,Global
118696277,22735122,Vireo gilvus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VIREONIDAE,Vireo,gilvus,,,,"Vieillot, 1808)",Least Concern,,3.1,Increasing,Global
118775235,103718956,Lanius borealis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LANIIDAE,Lanius,borealis,,,,"Vieillot, 1808",Least Concern,,3.1,Stable,Global
118809071,22705614,Cyanocitta stelleri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cyanocitta,stelleri,,,,"(Gmelin, 1788)",Least Concern,,3.1,Increasing,Global
118842397,22712077,Tachycineta thalassina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HIRUNDINIDAE,Tachycineta,thalassina,,,,"(Swainson, 1827)",Least Concern,,3.1,Increasing,Global
119220243,22689089,Strix occidentalis,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Strix,occidentalis,,,,"(Xantus de Vesey, 1860)",Near Threatened,A2abce+3bce+4abce; C2a(i),3.1,Decreasing,Global
119479505,103798482,Setophaga auduboni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,auduboni,,,,"(Townsend, 1837)",Least Concern,,3.1,Unknown,Global
119479879,103798425,Setophaga coronata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,coronata,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Unknown,Global
119522791,22721657,Setophaga petechia,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PARULIDAE,Setophaga,petechia,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
